"rep","n","sce","method","bias_rel_pct","cover_pct","auc"
95,10000,2,"IV-GMM",8.50329433511929,100,0.754788808906746
96,10000,2,"GLM",38.7492391913247,0,0.749046515766163
96,10000,2,"IV-TS",17.6849288012139,0,0.572687323164411
96,10000,2,"IV-G",1.24557830768266,100,0.749046515766163
96,10000,2,"IV-GMM",11.975680247391,0,0.749046515766163
97,10000,2,"GLM",33.4319968810989,0,0.74349644888945
97,10000,2,"IV-TS",21.5161597144674,0,0.571224356181584
97,10000,2,"IV-G",6.31450346484643,100,0.74349644888945
97,10000,2,"IV-GMM",16.3757570166569,0,0.74349644888945
98,10000,2,"GLM",33.0928556419481,0,0.74459178866732
98,10000,2,"IV-TS",18.5071557515574,0,0.571076971760923
98,10000,2,"IV-G",5.52186401384966,100,0.74459178866732
98,10000,2,"IV-GMM",13.2901387094331,0,0.74459178866732
99,10000,2,"GLM",34.8065005453318,0,0.74334701231108
99,10000,2,"IV-TS",24.1839695553722,0,0.566853167851066
99,10000,2,"IV-G",9.37470970975027,100,0.74334701231108
99,10000,2,"IV-GMM",19.6220458148634,0,0.74334701231108
100,10000,2,"GLM",36.3212850537171,0,0.747796379486395
100,10000,2,"IV-TS",23.4534809081913,0,0.568588344599657
100,10000,2,"IV-G",10.1564492013969,100,0.747796379486395
100,10000,2,"IV-GMM",19.1224910006266,0,0.747796379486395
1,50,3,"GLM",860.832803684554,100,0.777777777777778
1,50,3,"IV-TS",13.2888323168004,100,0.603864734299517
1,50,3,"IV-G",862.769846538036,0,0.5
1,50,3,"IV-GMM",0.978998075289128,100,0.777777777777778
2,50,3,"GLM",89.2094815706404,100,0.811594202898551
2,50,3,"IV-TS",54.6714098844814,100,0.665861513687601
2,50,3,"IV-G",NA,NA,NA
2,50,3,"IV-GMM",198.777555757799,100,0.811594202898551
3,50,3,"GLM",9.86122886657519,100,0.7
3,50,3,"IV-TS",3.80814637133052,100,0.641666666666667
3,50,3,"IV-G",4.78812342663344,100,0.7
3,50,3,"IV-GMM",0.682648787438744,100,0.7
4,50,3,"GLM",3.03022659829427,100,0.715106732348112
4,50,3,"IV-TS",6.97222503834023,100,0.619868637110016
4,50,3,"IV-G",5.07089045690372,100,0.715106732348112
4,50,3,"IV-GMM",2.62140566525026,100,0.715106732348112
5,50,3,"GLM",44.6572820240639,100,0.779967159277504
5,50,3,"IV-TS",23.789040237745,100,0.60919540229885
5,50,3,"IV-G",17.9895164294955,100,0.779967159277504
5,50,3,"IV-GMM",19.1564319843031,100,0.779967159277504
6,50,3,"GLM",26.6831465604793,100,0.65625
6,50,3,"IV-TS",83.7287914136708,100,0.515625
6,50,3,"IV-G",84.3315189918723,100,0.65625
6,50,3,"IV-GMM",83.9514560494064,100,0.65625
7,50,3,"GLM",9.2678121259582,100,0.676190476190476
7,50,3,"IV-TS",48.7213245390107,100,0.576190476190476
7,50,3,"IV-G",44.221905541738,100,0.676190476190476
7,50,3,"IV-GMM",45.336906229869,100,0.676190476190476
8,50,3,"GLM",13.0012739286444,100,0.753694581280788
8,50,3,"IV-TS",38.9090620518614,100,0.585385878489327
8,50,3,"IV-G",50.4179892047382,100,0.753694581280788
8,50,3,"IV-GMM",38.5425552809758,100,0.753694581280788
9,50,3,"GLM",126.951519048905,0,0.872785829307568
9,50,3,"IV-TS",31.6238849875277,100,0.671497584541063
9,50,3,"IV-G",40.7546824813556,100,0.872785829307568
9,50,3,"IV-GMM",49.4814165840112,100,0.872785829307568
10,50,3,"GLM",74.5491339819264,100,0.791666666666667
10,50,3,"IV-TS",38.362015337388,100,0.566666666666667
10,50,3,"IV-G",7.87340142422177,100,0.791666666666667
10,50,3,"IV-GMM",33.6566558962729,100,0.791666666666667
11,50,3,"GLM",18.667708194061,100,0.733974358974359
11,50,3,"IV-TS",18.5494126908049,100,0.603365384615385
11,50,3,"IV-G",33.5605024519301,100,0.733974358974359
11,50,3,"IV-GMM",14.0428953401804,100,0.733974358974359
12,50,3,"GLM",35.4025100549621,100,0.791666666666667
12,50,3,"IV-TS",34.9158901088269,100,0.695
12,50,3,"IV-G",42.9394999337882,100,0.791666666666667
12,50,3,"IV-GMM",45.4388063103816,100,0.791666666666667
13,50,3,"GLM",21.3874117973924,100,0.749597423510467
13,50,3,"IV-TS",10.4488565867594,100,0.647342995169082
13,50,3,"IV-G",13.4152351765648,100,0.749597423510467
13,50,3,"IV-GMM",5.46626729767425,100,0.749597423510467
14,50,3,"GLM",29.5133582557747,100,0.704044117647059
14,50,3,"IV-TS",30.363089425481,100,0.698529411764706
14,50,3,"IV-G",NA,NA,NA
14,50,3,"IV-GMM",1078.95152651456,100,0.704044117647059
15,50,3,"GLM",7.97421246752792,100,0.686688311688312
15,50,3,"IV-TS",44.7042550210666,100,0.649350649350649
15,50,3,"IV-G",75.0178119313951,100,0.686688311688312
15,50,3,"IV-GMM",847.974109743637,100,0.686688311688312
16,50,3,"GLM",29.094945788707,100,0.764423076923077
16,50,3,"IV-TS",42.2036811508641,100,0.67948717948718
16,50,3,"IV-G",25.6152951191507,100,0.764423076923077
16,50,3,"IV-GMM",82.6092820640991,100,0.764423076923077
17,50,3,"GLM",5.70839874461425,100,0.719551282051282
17,50,3,"IV-TS",47.7566045309182,100,0.583333333333333
17,50,3,"IV-G",53.2132529303522,100,0.719551282051282
17,50,3,"IV-GMM",47.2815270073687,100,0.719551282051282
18,50,3,"GLM",52.5910870102481,100,0.709935897435897
18,50,3,"IV-TS",51.8859517235904,100,0.55448717948718
18,50,3,"IV-G",29.5616323090737,100,0.709935897435897
18,50,3,"IV-GMM",50.7760776183894,100,0.709935897435897
19,50,3,"GLM",29.5133582722515,100,0.768115942028985
19,50,3,"IV-TS",11.2331705321464,100,0.607085346215781
19,50,3,"IV-G",29.535800458806,100,0.768115942028985
19,50,3,"IV-GMM",4.92497407127039,100,0.768115942028985
20,50,3,"GLM",0.0300582996876742,100,0.711375212224109
20,50,3,"IV-TS",31.5005956581471,100,0.612054329371817
20,50,3,"IV-G",23.3034779433436,100,0.711375212224109
20,50,3,"IV-GMM",25.9297944188993,100,0.711375212224109
21,50,3,"GLM",37.1884119703384,100,0.766666666666667
21,50,3,"IV-TS",12.4819581948001,100,0.591666666666667
21,50,3,"IV-G",40.7002443288497,100,0.766666666666667
21,50,3,"IV-GMM",2.76368737132642,100,0.766666666666667
22,50,3,"GLM",61.2097493172887,100,0.814236111111111
22,50,3,"IV-TS",39.1958854749807,100,0.638888888888889
22,50,3,"IV-G",28.2474679108953,100,0.814236111111111
22,50,3,"IV-GMM",37.5990888542324,100,0.814236111111111
23,50,3,"GLM",1.84409636301932,100,0.733333333333333
23,50,3,"IV-TS",47.3303649346393,100,0.575
23,50,3,"IV-G",56.1445242388993,100,0.733333333333333
23,50,3,"IV-GMM",47.7170881008369,100,0.733333333333333
24,50,3,"GLM",77.7674030732538,100,0.772435897435897
24,50,3,"IV-TS",2.68837405396466,100,0.58974358974359
24,50,3,"IV-G",6.01318649556593,100,0.772435897435897
24,50,3,"IV-GMM",8.53191126255799,100,0.772435897435897
25,50,3,"GLM",74.4104378073167,100,0.786535303776683
25,50,3,"IV-TS",79.9198205285043,100,0.715106732348112
25,50,3,"IV-G",72.0702258460683,100,0.786535303776683
25,50,3,"IV-GMM",802.859150276941,100,0.786535303776683
26,50,3,"GLM",4.56379996604392,100,0.738782051282051
26,50,3,"IV-TS",97.7617278205547,100,0.501602564102564
26,50,3,"IV-G",98.843878145343,100,0.738782051282051
26,50,3,"IV-GMM",97.7738113679179,100,0.738782051282051
27,50,3,"GLM",1.84409636288301,100,0.729885057471264
27,50,3,"IV-TS",44.945629063835,100,0.596059113300493
27,50,3,"IV-G",56.0824696281575,100,0.729885057471264
27,50,3,"IV-GMM",44.8018642592831,100,0.729885057471264
28,50,3,"GLM",80.0934038562117,100,0.847402597402597
28,50,3,"IV-TS",6.33052596069502,100,0.626623376623377
28,50,3,"IV-G",9.69258607854616,100,0.847402597402597
28,50,3,"IV-GMM",0.729666338978907,100,0.847402597402597
29,50,3,"GLM",73.2867926936073,100,0.803921568627451
29,50,3,"IV-TS",176.837798103247,100,0.552584670231729
29,50,3,"IV-G",NA,NA,NA
29,50,3,"IV-GMM",180.659945464389,100,0.803921568627451
30,50,3,"GLM",12.8015597304152,100,0.704861111111111
30,50,3,"IV-TS",104.22293345812,100,0.505208333333333
30,50,3,"IV-G",104.580439911693,100,0.704861111111111
30,50,3,"IV-GMM",104.228688352762,0,0.704861111111111
31,50,3,"GLM",103.451337711649,0,0.883333333333333
31,50,3,"IV-TS",76.6981076379866,100,0.683333333333333
31,50,3,"IV-G",NA,NA,NA
31,50,3,"IV-GMM",141.683568406216,100,0.883333333333333
32,50,3,"GLM",56.0447707503693,100,0.825
32,50,3,"IV-TS",4.50053718652239,100,0.641666666666667
32,50,3,"IV-G",35.6396295140836,100,0.825
32,50,3,"IV-GMM",11.4436249615318,100,0.825
33,50,3,"GLM",44.5185870458592,100,0.775974025974026
33,50,3,"IV-TS",12.4033688470858,100,0.626623376623377
33,50,3,"IV-G",60.6437701145461,100,0.775974025974026
33,50,3,"IV-GMM",33.0343475838752,100,0.775974025974026
34,50,3,"GLM",95.6011502548907,100,0.814102564102564
34,50,3,"IV-TS",79.0305962723029,100,0.703525641025641
34,50,3,"IV-G",110.697497213392,100,0.814102564102564
34,50,3,"IV-GMM",904.907122845255,100,0.814102564102564
35,50,3,"GLM",29.1926337866505,100,0.665861513687601
35,50,3,"IV-TS",174.630434072352,0,0.582125603864734
35,50,3,"IV-G",177.941394723786,100,0.665861513687601
35,50,3,"IV-GMM",177.106913671033,0,0.665861513687601
36,50,3,"GLM",25.3442778251909,100,0.774350649350649
36,50,3,"IV-TS",78.1255571897099,100,0.626623376623377
36,50,3,"IV-G",121.162891515224,100,0.774350649350649
36,50,3,"IV-GMM",153.617850914374,100,0.774350649350649
37,50,3,"GLM",97.5621855166991,0,0.876847290640394
37,50,3,"IV-TS",73.1973477842528,100,0.656814449917898
37,50,3,"IV-G",22.152537396055,100,0.876847290640394
37,50,3,"IV-GMM",116.921239384469,100,0.876847290640394
38,50,3,"GLM",0.553623293049821,100,0.699675324675325
38,50,3,"IV-TS",49.8812595496461,100,0.563311688311688
38,50,3,"IV-G",50.9585349556537,100,0.699675324675325
38,50,3,"IV-GMM",47.8549730505001,100,0.699675324675325
39,50,3,"GLM",12.8032538659158,100,0.744791666666667
39,50,3,"IV-TS",31.0785042913783,100,0.590277777777778
39,50,3,"IV-G",36.4011185277325,100,0.744791666666667
39,50,3,"IV-GMM",26.7085555305981,100,0.744791666666667
40,50,3,"GLM",28.3897154714683,100,0.775891341256367
40,50,3,"IV-TS",50.7523514902133,100,0.559422750424448
40,50,3,"IV-G",50.529345939121,100,0.775891341256367
40,50,3,"IV-GMM",49.2347215804473,100,0.775891341256367
41,50,3,"GLM",4.93922522605743,100,0.704099821746881
41,50,3,"IV-TS",5.32155308331361,100,0.553475935828877
41,50,3,"IV-G",10.4120265391871,100,0.704099821746881
41,50,3,"IV-GMM",6.65004652618986,100,0.704099821746881
42,50,3,"GLM",4.59320308391775,100,0.73051948051948
42,50,3,"IV-TS",50.5038526040088,100,0.563311688311688
42,50,3,"IV-G",38.2746389824428,100,0.73051948051948
42,50,3,"IV-GMM",49.3244087762871,100,0.73051948051948
43,50,3,"GLM",56.7747063907054,100,0.783730158730159
43,50,3,"IV-TS",16.5196269541315,100,0.704365079365079
43,50,3,"IV-G",863.496359153217,0,0.5
43,50,3,"IV-GMM",53.4252842388038,100,0.783730158730159
44,50,3,"GLM",927.344888287201,100,0.826923076923077
44,50,3,"IV-TS",38.9669859814162,100,0.681089743589744
44,50,3,"IV-G",NA,NA,NA
44,50,3,"IV-GMM",97.5794257978085,100,0.826923076923077
45,50,3,"GLM",29.1926337866698,100,0.667207792207792
45,50,3,"IV-TS",3.53896965099073,100,0.63474025974026
45,50,3,"IV-G",0.76498229963804,100,0.667207792207792
45,50,3,"IV-GMM",5.02832603109697,100,0.667207792207792
46,50,3,"GLM",46.8445886764163,100,0.8
46,50,3,"IV-TS",24.2712652722774,100,0.72
46,50,3,"IV-G",40.8131897589273,100,0.8
46,50,3,"IV-GMM",34.4825935950969,100,0.8
47,50,3,"GLM",60.8186325175065,100,0.808373590982287
47,50,3,"IV-TS",29.0075956563383,100,0.656199677938808
47,50,3,"IV-G",24.4558718638721,100,0.808373590982287
47,50,3,"IV-GMM",57.7281869599859,100,0.808373590982287
48,50,3,"GLM",37.3635457126551,100,0.737012987012987
48,50,3,"IV-TS",31.8613650154064,100,0.589285714285714
48,50,3,"IV-G",63.1699409291296,100,0.737012987012987
48,50,3,"IV-GMM",65.8267532161971,100,0.737012987012987
49,50,3,"GLM",68.6104922394093,100,0.83446519524618
49,50,3,"IV-TS",64.8012374262901,100,0.765704584040747
49,50,3,"IV-G",104.872251903786,100,0.83446519524618
49,50,3,"IV-GMM",106.330023954995,100,0.83446519524618
50,50,3,"GLM",6.17496511604113,100,0.718196457326892
50,50,3,"IV-TS",22.1317766249295,100,0.622383252818035
50,50,3,"IV-G",34.3906773595,100,0.718196457326892
50,50,3,"IV-GMM",20.1727859191887,100,0.718196457326892
51,50,3,"GLM",31.1036944275334,100,0.654513888888889
51,50,3,"IV-TS",66.34499257725,100,0.555555555555556
51,50,3,"IV-G",67.4567756505749,100,0.654513888888889
51,50,3,"IV-GMM",65.7459963374877,100,0.654513888888889
52,50,3,"GLM",26.2864322152852,100,0.764367816091954
52,50,3,"IV-TS",14.9388453367968,100,0.626436781609195
52,50,3,"IV-G",18.1239515213808,100,0.764367816091954
52,50,3,"IV-GMM",14.2618966406551,100,0.764367816091954
53,50,3,"GLM",52.224427748745,100,0.605090311986864
53,50,3,"IV-TS",69.7601677964968,100,0.544334975369458
53,50,3,"IV-G",72.1672100257762,100,0.605090311986864
53,50,3,"IV-GMM",69.1440932099696,100,0.605090311986864
54,50,3,"GLM",39.4046454386902,100,0.79047619047619
54,50,3,"IV-TS",72.6209555576788,100,0.538095238095238
54,50,3,"IV-G",65.1028297783573,100,0.79047619047619
54,50,3,"IV-GMM",72.6188241155955,100,0.79047619047619
55,50,3,"GLM",12.2713339576655,100,0.743589743589744
55,50,3,"IV-TS",6.89044673139328,100,0.67948717948718
55,50,3,"IV-G",NA,NA,NA
55,50,3,"IV-GMM",2.70480952836031,100,0.743589743589744
56,50,3,"GLM",55.0546394605871,100,0.810064935064935
56,50,3,"IV-TS",98.1569423599003,100,0.685876623376623
56,50,3,"IV-G",NA,NA,NA
56,50,3,"IV-GMM",915.766538018115,100,0.810064935064935
57,50,3,"GLM",47.347105468699,100,0.805152979066022
57,50,3,"IV-TS",7.21293162255797,100,0.600644122383253
57,50,3,"IV-G",20.1955524053106,100,0.805152979066022
57,50,3,"IV-GMM",0.088518817149863,100,0.805152979066022
58,50,3,"GLM",66.6102254922435,100,0.762987012987013
58,50,3,"IV-TS",49.5567238300509,100,0.555194805194805
58,50,3,"IV-G",30.8228277367837,100,0.762987012987013
58,50,3,"IV-GMM",47.5728409144474,100,0.762987012987013
59,50,3,"GLM",30.398337127125,100,0.78341384863124
59,50,3,"IV-TS",57.6087443436953,100,0.690016103059581
59,50,3,"IV-G",71.359071171307,100,0.78341384863124
59,50,3,"IV-GMM",101.777360782808,100,0.78341384863124
60,50,3,"GLM",5.0304933290539,100,0.7
60,50,3,"IV-TS",17.84058535786,100,0.62
60,50,3,"IV-G",29.5943262945827,100,0.7
60,50,3,"IV-GMM",14.0854752402106,100,0.7
61,50,3,"GLM",4.38062715738544,100,0.714285714285714
61,50,3,"IV-TS",37.8746967837503,100,0.59047619047619
61,50,3,"IV-G",48.7811211993545,100,0.714285714285714
61,50,3,"IV-GMM",36.6661336156724,100,0.714285714285714
62,50,3,"GLM",6.67543814750551,100,0.717532467532468
62,50,3,"IV-TS",3.38989304866264,100,0.607142857142857
62,50,3,"IV-G",5.78237053229994,100,0.717532467532468
62,50,3,"IV-GMM",23.7232333784825,100,0.717532467532468
63,50,3,"GLM",17.0902903072922,100,0.727053140096618
63,50,3,"IV-TS",87.2683615096753,100,0.516908212560386
63,50,3,"IV-G",84.8072513871849,100,0.727053140096618
63,50,3,"IV-GMM",87.2836092437358,100,0.727053140096618
64,50,3,"GLM",128.528935772466,0,0.88301282051282
64,50,3,"IV-TS",111.647335191994,0,0.725160256410256
64,50,3,"IV-G",NA,NA,NA
64,50,3,"IV-GMM",947.597297470028,100,0.88301282051282
65,50,3,"GLM",97.8019942474468,100,0.830112721417069
65,50,3,"IV-TS",54.8318003366806,100,0.714975845410628
65,50,3,"IV-G",92.1901558401558,100,0.830112721417069
65,50,3,"IV-GMM",133.749725877262,100,0.830112721417069
66,50,3,"GLM",35.4025100399105,100,0.746794871794872
66,50,3,"IV-TS",41.0327107609711,100,0.664262820512821
66,50,3,"IV-G",37.6925322078674,100,0.746794871794872
66,50,3,"IV-GMM",117.339450599077,100,0.746794871794872
67,50,3,"GLM",18.6677081940609,100,0.733974358974359
67,50,3,"IV-TS",10.3850731065155,100,0.59775641025641
67,50,3,"IV-G",26.5372982202033,100,0.733974358974359
67,50,3,"IV-GMM",3.61808843882685,100,0.733974358974359
68,50,3,"GLM",11.4221619046388,100,0.695512820512821
68,50,3,"IV-TS",57.0015870977741,100,0.560897435897436
68,50,3,"IV-G",50.9966578410988,100,0.695512820512821
68,50,3,"IV-GMM",56.6319226933032,100,0.695512820512821
69,50,3,"GLM",43.3949450272897,100,0.766025641025641
69,50,3,"IV-TS",55.7310896365745,100,0.541666666666667
69,50,3,"IV-G",56.6535468861545,100,0.766025641025641
69,50,3,"IV-GMM",54.6849562904938,100,0.766025641025641
70,50,3,"GLM",17.0902903072922,100,0.727053140096618
70,50,3,"IV-TS",35.0568781888496,100,0.572463768115942
70,50,3,"IV-G",45.0693825319296,100,0.727053140096618
70,50,3,"IV-GMM",33.2516086593167,100,0.727053140096618
71,50,3,"GLM",11.679611075286,100,0.74
71,50,3,"IV-TS",51.3709111461239,100,0.56
71,50,3,"IV-G",36.7304243599986,100,0.74
71,50,3,"IV-GMM",50.5040525990343,100,0.74
72,50,3,"GLM",949.659243416515,100,0.88
72,50,3,"IV-TS",35.1723749843116,100,0.68
72,50,3,"IV-G",NA,NA,NA
72,50,3,"IV-GMM",61.6908507538332,100,0.88
73,50,3,"GLM",22.4269502806876,100,0.751273344651952
73,50,3,"IV-TS",49.604991650331,100,0.543293718166384
73,50,3,"IV-G",67.3135430425569,100,0.751273344651952
73,50,3,"IV-GMM",50.091838476697,100,0.751273344651952
74,50,3,"GLM",44.657282024064,100,0.779967159277504
74,50,3,"IV-TS",62.7634292327546,100,0.708538587848933
74,50,3,"IV-G",41.2916820624204,100,0.779967159277504
74,50,3,"IV-GMM",923.557886273455,100,0.779967159277504
75,50,3,"GLM",6.67543814750549,100,0.717532467532468
75,50,3,"IV-TS",122.42499137259,100,0.525974025974026
75,50,3,"IV-G",125.99820130322,100,0.717532467532468
75,50,3,"IV-GMM",122.44010178773,100,0.717532467532468
76,50,3,"GLM",44.1001751322225,100,0.77133655394525
76,50,3,"IV-TS",22.7913829780828,100,0.63768115942029
76,50,3,"IV-G",68.5118625205066,100,0.77133655394525
76,50,3,"IV-GMM",54.4893428441371,100,0.77133655394525
77,50,3,"GLM",30.1344834232803,100,0.75
77,50,3,"IV-TS",23.3302341026128,100,0.585
77,50,3,"IV-G",17.0885912998155,100,0.75
77,50,3,"IV-GMM",15.680927623241,100,0.75
78,50,3,"GLM",3.8281353400663,100,0.711755233494364
78,50,3,"IV-TS",53.3165561732775,100,0.560386473429952
78,50,3,"IV-G",60.5771300427876,100,0.711755233494364
78,50,3,"IV-GMM",52.9715034560283,100,0.711755233494364
79,50,3,"GLM",44.5185827712692,100,0.783333333333333
79,50,3,"IV-TS",24.4501398887301,100,0.666666666666667
79,50,3,"IV-G",71.9901697917064,100,0.783333333333333
79,50,3,"IV-GMM",53.3836617371482,100,0.783333333333333
80,50,3,"GLM",9.42189517384147,100,0.707792207792208
80,50,3,"IV-TS",33.3726594711841,100,0.594155844155844
80,50,3,"IV-G",24.135111092191,100,0.707792207792208
80,50,3,"IV-GMM",30.5719207219487,100,0.707792207792208
81,50,3,"GLM",9.14613613948707,100,0.66183574879227
81,50,3,"IV-TS",136.836467655017,100,0.529790660225443
81,50,3,"IV-G",134.433643995455,100,0.338164251207729
81,50,3,"IV-GMM",137.98940615275,100,0.338164251207729
82,50,3,"GLM",46.844588668223,100,0.807881773399015
82,50,3,"IV-TS",18.7665977635262,100,0.626436781609195
82,50,3,"IV-G",24.0811004622207,100,0.807881773399015
82,50,3,"IV-GMM",15.9806444929239,100,0.807881773399015
83,50,3,"GLM",70.0598690831068,100,0.829545454545454
83,50,3,"IV-TS",34.1411203290788,100,0.63474025974026
83,50,3,"IV-G",91.1791789543892,100,0.829545454545454
83,50,3,"IV-GMM",67.629844105204,100,0.829545454545454
84,50,3,"GLM",4.28360457122734,100,0.728896103896104
84,50,3,"IV-TS",13.0606658173654,100,0.621753246753247
84,50,3,"IV-G",24.1417495809845,100,0.728896103896104
84,50,3,"IV-GMM",22.4028468653456,100,0.728896103896104
85,50,3,"GLM",36.8951579335522,100,0.758116883116883
85,50,3,"IV-TS",38.2883322693543,100,0.599025974025974
85,50,3,"IV-G",17.6552220696348,100,0.758116883116883
85,50,3,"IV-GMM",35.1528676812732,100,0.758116883116883
86,50,3,"GLM",924.117962151239,100,0.8
86,50,3,"IV-TS",29.7843860149209,100,0.56
86,50,3,"IV-G",847.095710736029,0,0.5
86,50,3,"IV-GMM",25.3623679999639,100,0.8
87,50,3,"GLM",23.2744279175046,100,0.733333333333333
87,50,3,"IV-TS",37.6822096484138,100,0.6
87,50,3,"IV-G",18.6271749843556,100,0.733333333333333
87,50,3,"IV-GMM",33.304045664824,100,0.733333333333333
88,50,3,"GLM",80.3201616143442,100,0.85303776683087
88,50,3,"IV-TS",1.67574324632402,100,0.598522167487685
88,50,3,"IV-G",17.0885896329971,100,0.85303776683087
88,50,3,"IV-GMM",5.26342618809628,100,0.85303776683087
89,50,3,"GLM",5.51066001704019,100,0.733494363929147
89,50,3,"IV-TS",26.5124509578576,100,0.615942028985507
89,50,3,"IV-G",NA,NA,NA
89,50,3,"IV-GMM",25.8667835190145,100,0.733494363929147
90,50,3,"GLM",57.7168651712051,100,0.789049919484702
90,50,3,"IV-TS",143.545174539784,100,0.687600644122383
90,50,3,"IV-G",123.205079005923,100,0.789049919484702
90,50,3,"IV-GMM",996.836687728371,100,0.789049919484702
91,50,3,"GLM",38.1058711181775,100,0.788961038961039
91,50,3,"IV-TS",17.4122292503695,100,0.668831168831169
91,50,3,"IV-G",6.50777249871106,100,0.788961038961039
91,50,3,"IV-GMM",35.1082431370376,100,0.788961038961039
92,50,3,"GLM",15.1292546494523,100,0.759615384615385
92,50,3,"IV-TS",25.163290235874,100,0.721153846153846
92,50,3,"IV-G",28.0970524778067,100,0.759615384615385
92,50,3,"IV-GMM",32.5164629603722,100,0.759615384615385
93,50,3,"GLM",8.53787187603885,100,0.706075533661741
93,50,3,"IV-TS",102.792857209191,100,0.503284072249589
93,50,3,"IV-G",102.938268662835,100,0.706075533661741
93,50,3,"IV-GMM",102.801805889597,100,0.706075533661741
94,50,3,"GLM",5.51066001704013,100,0.733494363929147
94,50,3,"IV-TS",9.43461636842775,100,0.640901771336554
94,50,3,"IV-G",5.97803346523555,100,0.733494363929147
94,50,3,"IV-GMM",6.16497035233952,100,0.733494363929147
95,50,3,"GLM",104.238755543781,100,0.829307568438003
95,50,3,"IV-TS",20.8655112593116,100,0.631239935587762
95,50,3,"IV-G",NA,NA,NA
95,50,3,"IV-GMM",38.4196842334475,100,0.829307568438003
96,50,3,"GLM",13.8616701129475,100,0.684491978609626
96,50,3,"IV-TS",104.580295673738,100,0.506238859180036
96,50,3,"IV-G",106.920112787508,100,0.684491978609626
96,50,3,"IV-GMM",104.560185130851,0,0.684491978609626
97,50,3,"GLM",18.6677081672691,100,0.760249554367201
97,50,3,"IV-TS",38.1933246577285,100,0.666666666666667
97,50,3,"IV-G",77.9924105186162,100,0.760249554367201
97,50,3,"IV-GMM",72.2089752593152,100,0.760249554367201
98,50,3,"GLM",52.2261218861609,100,0.82051282051282
98,50,3,"IV-TS",6.83470272644929,100,0.591346153846154
98,50,3,"IV-G",9.73753183667907,100,0.82051282051282
98,50,3,"IV-GMM",1.31261841632502,100,0.82051282051282
99,50,3,"GLM",47.221948958128,100,0.802884615384615
99,50,3,"IV-TS",34.6977140149419,100,0.559294871794872
99,50,3,"IV-G",51.1163472463339,100,0.802884615384615
99,50,3,"IV-GMM",32.1407481929234,100,0.802884615384615
100,50,3,"GLM",14.0572380878081,100,0.73538961038961
100,50,3,"IV-TS",128.82673851553,100,0.527597402597403
100,50,3,"IV-G",141.812398089779,100,0.73538961038961
100,50,3,"IV-GMM",128.765688547376,100,0.73538961038961
1,100,3,"GLM",48.5207210635945,100,0.786821705426357
1,100,3,"IV-TS",58.8300694421305,100,0.53937168502652
1,100,3,"IV-G",32.2631981558608,100,0.786821705426357
1,100,3,"IV-GMM",57.8052350994683,100,0.786821705426357
2,100,3,"GLM",14.7518943678767,100,0.7374949979992
2,100,3,"IV-TS",58.1041530928049,100,0.561024409763906
2,100,3,"IV-G",52.2848725825346,100,0.7374949979992
2,100,3,"IV-GMM",57.6925914933387,100,0.7374949979992
3,100,3,"GLM",5.77732731580658,100,0.726461038961039
3,100,3,"IV-TS",65.5432367619413,100,0.534090909090909
3,100,3,"IV-G",66.4103341576198,100,0.726461038961039
3,100,3,"IV-GMM",65.6160815696739,100,0.726461038961039
4,100,3,"GLM",9.99126795161052,100,0.72029172029172
4,100,3,"IV-TS",21.1369127454341,100,0.631488631488632
4,100,3,"IV-G",23.4261883238938,100,0.72029172029172
4,100,3,"IV-GMM",22.9745627632786,100,0.72029172029172
5,100,3,"GLM",3.30092606738472,100,0.7109343125255
5,100,3,"IV-TS",105.066218339611,0,0.507139942880457
5,100,3,"IV-G",108.265148463718,100,0.7109343125255
5,100,3,"IV-GMM",105.056467702416,0,0.7109343125255
6,100,3,"GLM",33.7980943274551,100,0.757102841136455
6,100,3,"IV-TS",26.9606399470956,100,0.69827931172469
6,100,3,"IV-G",43.9930353012208,100,0.757102841136455
6,100,3,"IV-GMM",44.9650919866788,100,0.757102841136455
7,100,3,"GLM",14.9065371319699,100,0.746634026927785
7,100,3,"IV-TS",26.6524322857215,100,0.588943288453692
7,100,3,"IV-G",28.3110585199429,100,0.746634026927785
7,100,3,"IV-GMM",25.2844758046479,100,0.746634026927785
8,100,3,"GLM",98.0704106159727,0,0.836393308853529
8,100,3,"IV-TS",30.0505373753131,100,0.670542635658915
8,100,3,"IV-G",49.5473684781029,100,0.836393308853529
8,100,3,"IV-GMM",62.5194313827594,100,0.836393308853529
9,100,3,"GLM",18.4602390166499,100,0.762019230769231
9,100,3,"IV-TS",25.2873808796134,100,0.591346153846154
9,100,3,"IV-G",45.3643294526281,100,0.762019230769231
9,100,3,"IV-GMM",22.2192055905687,100,0.762019230769231
10,100,3,"GLM",10.3420018017828,100,0.726461038961039
10,100,3,"IV-TS",22.7450566421834,100,0.612824675324675
10,100,3,"IV-G",23.5544472859977,100,0.726461038961039
10,100,3,"IV-GMM",17.125431038908,100,0.726461038961039
11,100,3,"GLM",6.01317680999058,100,0.702724358974359
11,100,3,"IV-TS",44.2361842759601,100,0.568910256410256
11,100,3,"IV-G",26.7181139038705,100,0.702724358974359
11,100,3,"IV-GMM",42.8904012929979,100,0.702724358974359
12,100,3,"GLM",29.3394450534274,100,0.766358892011241
12,100,3,"IV-TS",30.0983958153333,100,0.598554797270173
12,100,3,"IV-G",28.1784549454557,100,0.766358892011241
